"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R1036","Moderate-Low Engagement","Marketing","Under 1 year","Individual contributor","It was short.","idk",4,3,4,4,4,4,1,3,4,3,1,2,1,3,1
"R1037","Low Engagement","Marketing","1-3 years","Individual contributor","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,1,2,2,2,2,3,3,2,1,4,1,1,2,1
"R1038","Moderate-High Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,3,4,2,3,2,3,4,4,1,4,NA,3,4,2
"R1039","High Engagement","Operations","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,4,3,3,4,4,4,3,3,4,3,4,3,1
"R1040","Moderate-High Engagement","Content","3-5 years","Manager","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",3,1,3,2,3,4,4,2,2,4,4,3,3,2,4
"R1041","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","Not much.","Font was small.",4,4,4,2,2,2,3,3,1,2,4,3,NA,4,2
"R1042","Moderate-Low Engagement","Data & Analytics","5+ years","Individual contributor","The examples actually matched the kind of work I do day to day.","Too long.",NA,4,3,NA,2,3,3,3,3,2,3,2,NA,4,3
"R1043","Moderate-High Engagement","Engineering","1-3 years","Senior IC","It was short.","Hard to answer about onboarding when mine was two years ago.",4,4,3,3,2,3,3,2,3,3,3,3,4,3,4
"R1044","Moderate-High Engagement","Engineering","5+ years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,2,2,3,3,3,2,4,3,3,3,3,4,3
"R1045","Moderate-Low Engagement","Content","3-5 years","Individual contributor","It was fine I guess.","There was no option to say a question did not apply to me.",2,4,3,1,3,3,2,4,4,3,3,1,1,4,3
"R1046","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",1,3,3,4,1,1,2,4,2,4,NA,2,3,3,4
"R1047","Moderate-Low Engagement","Content","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","nothing",4,3,2,4,NA,NA,1,2,3,3,2,3,2,3,2
"R1048","High Engagement","Operations","Under 1 year","Manager","The examples actually matched the kind of work I do day to day.",NA,4,4,3,4,4,4,4,4,4,3,2,NA,3,2,4
"R1049","Moderate-High Engagement","Operations","Under 1 year","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,4,1,3,2,3,4,4,4,2,4,3,3,2
"R1050","Moderate-High Engagement","Content","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,1,4,4,4,2,3,3,3,4,4,4,NA
"R1051","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","Not much.","n/a",2,1,4,3,2,NA,2,1,4,3,NA,NA,3,1,1
"R1052","Moderate-Low Engagement","Content","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",1,2,3,2,1,1,4,3,1,2,4,2,3,2,3
"R1053","Moderate-High Engagement","Engineering","1-3 years","Senior IC","It was clear what each question was getting at.","n/a",4,4,4,4,4,2,NA,2,3,1,3,3,4,4,4
"R1054","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",1,2,2,3,3,2,3,3,NA,3,2,3,4,2,2
"R1055","Moderate-High Engagement","Data & Analytics","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.","n/a",3,2,2,3,2,4,4,2,3,1,4,4,3,3,3
"R1056","High Engagement","Engineering","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,3,4,4,3,4,4,4,4,2,3,4,4,2,3
"R1057","Moderate-High Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.",NA,3,3,2,4,4,4,4,2,2,3,3,3,3,2,3
"R1058","Moderate-Low Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,1,3,1,2,3,2,3,3,1,2,3,4,NA
"R1059","Moderate-Low Engagement","Product","5+ years","Senior IC","Not much.",NA,3,4,2,4,2,3,3,4,2,3,3,3,3,4,2
"R1060","Moderate-High Engagement","Product","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",3,4,3,2,4,3,2,3,4,3,3,NA,2,4,4
"R1061","Moderate-High Engagement","Marketing","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",4,1,3,4,NA,4,3,3,4,4,4,4,1,3,3
"R1062","Moderate-High Engagement","Marketing","Under 1 year","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,1,2,3,3,2,3,1,3,4,4,4,4,3
"R1063","Moderate-High Engagement","Marketing","3-5 years","Manager","It was clear what each question was getting at.",NA,3,3,2,1,3,4,3,3,NA,3,4,4,2,3,NA
"R1064","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","It was fine I guess.",NA,3,2,2,3,4,3,3,4,1,1,2,2,1,1,2
"R1065","Moderate-Low Engagement","Operations","1-3 years","Individual contributor","It was short.","The scale was confusing.",2,3,4,4,3,3,2,3,1,1,2,2,4,1,3
"R1066","High Engagement","Marketing","1-3 years","Manager","I liked that it asked about things nobody usually asks about.",NA,3,4,3,3,4,4,4,3,4,4,4,4,4,3,4
"R1067","Moderate-High Engagement","Engineering","3-5 years","Individual contributor","idk","There was no option to say a question did not apply to me.",4,3,2,2,4,4,3,4,1,2,4,4,4,3,4
"R1068","Moderate-Low Engagement","Operations","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",NA,3,2,2,2,2,1,2,3,2,2,3,3,2,3
"R1069","Low Engagement","Engineering","3-5 years","Individual contributor","It was fine I guess.","The scale was confusing.",1,1,1,NA,2,1,1,2,1,1,2,1,1,3,2
"R1070","Low Engagement","Engineering","3-5 years","Individual contributor","Not much.","Font was small.",1,1,2,2,1,3,1,2,2,2,2,1,3,1,1
"R1071","Moderate-High Engagement","Content","Under 1 year","Manager","Not much.","idk",4,4,2,3,3,4,3,4,4,4,4,3,3,3,4
"R1072","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","Not much.","n/a",2,2,3,3,3,2,1,3,3,3,2,3,3,3,2
"R1073","Moderate-High Engagement","Product","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,2,3,3,4,3,4,NA,3,4,3,3,3,4,2
"R1074","Low Engagement","Engineering","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","Too long.",2,1,2,3,1,1,2,1,1,3,2,1,1,1,3
"R1075","Moderate-Low Engagement","Marketing","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",2,1,2,NA,3,2,4,NA,2,3,3,4,3,1,1
"R1076","Moderate-High Engagement","Operations","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,3,2,4,3,3,3,2,4,4,3,4,3,3,2
"R1077","Moderate-High Engagement","Content","1-3 years","Manager","It was clear what each question was getting at.",NA,4,2,4,3,3,4,2,3,4,4,4,4,4,4,4
"R1078","Moderate-High Engagement","Content","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,4,3,NA,2,4,2,NA,4,4,2,3,4,2,4
"R1079","Moderate-High Engagement","Data & Analytics","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","Too long.",2,3,2,3,3,3,4,4,3,4,4,4,4,2,2
"R1080","Moderate-Low Engagement","Operations","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","none",3,2,2,4,4,3,2,4,2,3,3,2,3,3,2
"R1081","Moderate-High Engagement","Data & Analytics","Under 1 year","Senior IC","It was clear what each question was getting at.",NA,4,4,2,3,4,4,3,3,4,1,3,3,4,3,1
"R1082","Moderate-Low Engagement","Product","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.","The scale was confusing.",4,1,4,2,2,1,2,2,2,4,3,3,2,3,1
"R1083","Moderate-High Engagement","Data & Analytics","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","idk",2,3,2,3,3,3,4,3,4,4,3,2,2,2,3
"R1084","Moderate-Low Engagement","Content","5+ years","Senior IC","It was short.","There was no option to say a question did not apply to me.",3,3,4,4,4,3,2,1,3,3,2,2,2,2,4
"R1085","High Engagement","Product","Under 1 year","Manager","I liked that it asked about things nobody usually asks about.","no",3,1,4,4,4,4,4,4,4,4,4,4,4,2,4
"R1086","Moderate-High Engagement","Content","1-3 years","Individual contributor","It was clear what each question was getting at.","not really",3,3,3,NA,4,3,4,2,NA,2,4,3,4,4,4
"R1087","Low Engagement","Product","Under 1 year","Individual contributor","Not much.","Font was small.",NA,2,1,2,2,2,3,3,2,2,1,2,1,3,1
"R1088","Moderate-Low Engagement","Operations","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","none",1,1,1,1,3,2,2,3,4,3,2,4,2,1,2
"R1089","High Engagement","Content","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",4,4,4,4,3,2,4,4,3,2,4,4,4,4,4
"R1090","Moderate-High Engagement","Product","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,1,NA,3,4,3,2,4,4,3,3,NA,4,3,2,2
"R1091","High Engagement","Content","Under 1 year","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,4,4,4,4,4,4,4,4,3,4,4,4,2,3
"R1092","Moderate-High Engagement","Content","1-3 years","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,2,2,1,3,3,3,2,4,4,2,3,3,3,4
"R1093","Moderate-Low Engagement","Content","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","The scale was confusing.",1,2,3,2,2,1,3,4,2,2,2,NA,2,2,3
"R1094","High Engagement","Marketing","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",3,4,3,3,4,4,3,4,4,2,4,4,4,4,3
"R1095","Moderate-Low Engagement","Operations","5+ years","Senior IC","Not much.","There was no option to say a question did not apply to me.",4,2,1,3,2,3,3,3,3,1,4,3,2,4,1
"R1096","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,2,3,2,1,1,3,3,1,1,2,3,2,2,2
"R1097","High Engagement","Content","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,4,4,4,4,4,3,4,4,4,4,4,4,2,4
"R1098","Moderate-Low Engagement","Operations","5+ years","Senior IC","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,2,4,2,2,1,3,3,4,2,2,3,2,3
"R1099","High Engagement","Engineering","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",4,2,3,3,4,3,4,1,4,2,4,4,3,2,3
"R1100","Moderate-Low Engagement","Data & Analytics","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",2,2,4,3,2,2,3,4,1,2,4,3,4,2,3
"R1101","Moderate-High Engagement","Product","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",2,3,1,3,2,2,4,4,4,4,4,3,NA,1,4
"R1102","Moderate-Low Engagement","Product","5+ years","Manager","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,2,2,4,2,2,3,1,3,1,3,3,1,2,3
"R1103","Moderate-High Engagement","Engineering","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","nothing",2,2,4,4,2,2,3,4,NA,3,4,3,4,2,4
"R1104","Moderate-Low Engagement","Product","5+ years","Senior IC","Not much.","There was no option to say a question did not apply to me.",3,1,4,1,3,3,2,3,4,3,3,3,2,2,3
"R1105","High Engagement","Engineering","3-5 years","Senior IC","It was short.","none",4,4,2,3,4,4,4,4,3,1,4,4,4,4,2
"R1106","Low Engagement","Operations","1-3 years","Manager","It was fine I guess.","The scale was confusing.",2,3,2,2,1,1,2,2,4,2,1,1,2,3,3
"R1107","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,2,3,2,2,2,4,3,1,4,NA,2,3,4,3
"R1108","Moderate-High Engagement","Marketing","Under 1 year","Senior IC","idk","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,2,3,3,4,4,NA,3,4,1,2,2,2,3
"R1109","Moderate-Low Engagement","Product","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Font was small.",3,2,2,1,2,3,3,3,2,3,2,2,1,1,2
"R1110","Moderate-High Engagement","Engineering","5+ years","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",2,3,2,2,4,4,4,3,3,3,3,4,2,3,4
"R1111","Moderate-Low Engagement","Content","3-5 years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",2,1,3,2,4,3,2,3,3,4,1,1,2,2,3
"R1112","Moderate-Low Engagement","Marketing","Under 1 year","Senior IC","It was fine I guess.","Too long.",1,3,2,2,2,2,4,2,2,3,1,3,2,2,3
"R1113","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","It was short.","Hard to answer about onboarding when mine was two years ago.",NA,4,3,3,4,3,2,2,3,1,2,2,2,4,3
"R1114","Moderate-Low Engagement","Product","1-3 years","Senior IC","It was fine I guess.","none",2,1,2,1,3,3,4,3,4,4,4,3,2,2,4
"R1115","Low Engagement","Product","Under 1 year","Manager","It was clear what each question was getting at.","Too long.",2,3,1,4,NA,1,1,3,3,4,NA,1,2,3,2
"R1116","Moderate-Low Engagement","Engineering","5+ years","Senior IC","It was fine I guess.",NA,1,1,4,2,2,NA,NA,2,2,3,3,2,3,1,3
"R1117","High Engagement","Product","1-3 years","Manager","The examples actually matched the kind of work I do day to day.",NA,4,3,3,3,4,4,3,3,4,4,2,3,4,4,NA
"R1118","Moderate-High Engagement","Data & Analytics","Under 1 year","Manager","Not much.",NA,4,4,3,2,3,4,2,4,3,2,3,2,3,1,3
"R1119","Low Engagement","Product","Under 1 year","Individual contributor","not really","Too long.",1,1,1,1,3,1,2,3,1,1,1,1,2,NA,1
"R1120","Moderate-High Engagement","Content","1-3 years","Senior IC","It was clear what each question was getting at.","nothing",3,2,3,4,4,3,4,4,2,4,1,3,4,2,4
"R1121","Moderate-High Engagement","Engineering","3-5 years","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,4,4,3,NA,3,3,3,3,3,4,3,3
"R1122","Low Engagement","Content","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,NA,1,1,2,2,2,2,1,3,1,2,1,2,1
"R1123","Moderate-High Engagement","Engineering","5+ years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,2,4,NA,4,4,3,3,3,3,4,3,2,2,3
"R1124","Moderate-High Engagement","Content","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,2,3,2,4,3,4,3,4,3,3,4,4,4,4
"R1125","Low Engagement","Operations","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","Too long.",1,2,2,2,2,1,1,1,2,2,1,1,1,1,1
"R1126","Moderate-High Engagement","Engineering","1-3 years","Senior IC","Not much.","Font was small.",4,3,4,4,3,4,4,2,3,3,2,2,1,3,4
"R1127","High Engagement","Product","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,3,2,4,4,4,3,3,NA,4,3,4,2,3
"R1128","Low Engagement","Operations","Under 1 year","Manager","It was fine I guess.","Too long.",2,1,3,1,3,2,2,2,4,3,2,1,2,3,4
"R1129","Moderate-High Engagement","Product","3-5 years","Manager","It was short.","The scale was confusing.",2,NA,3,3,4,4,4,3,4,4,4,4,3,2,4
"R1130","Moderate-High Engagement","Engineering","3-5 years","Individual contributor","It was clear what each question was getting at.","Font was small.",3,3,3,3,NA,4,4,4,3,4,1,3,NA,4,4
"R1131","High Engagement","Marketing","5+ years","Senior IC","It was clear what each question was getting at.","idk",3,1,2,4,4,4,4,3,2,2,4,3,3,1,3
"R1132","Low Engagement","Engineering","5+ years","Senior IC","I liked that it asked about things nobody usually asks about.","Font was small.",1,1,3,2,1,1,2,1,1,1,1,1,2,1,1
"R1133","Low Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,3,3,2,1,2,2,1,1,1,1,2,2,2,3,2
"R1134","Moderate-Low Engagement","Content","1-3 years","Senior IC","It was clear what each question was getting at.","no",1,2,3,4,3,2,2,1,3,1,1,1,2,2,2
"R1135","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","Not much.","Hard to answer about onboarding when mine was two years ago.",2,3,2,2,2,2,2,3,3,1,1,2,1,3,4
"R1136","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.","nothing",4,3,4,4,3,2,4,4,4,2,4,4,4,2,3
"R1137","Moderate-High Engagement","Product","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",4,4,2,NA,4,4,2,1,2,3,3,2,3,4,4
"R1138","High Engagement","Content","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","n/a",4,4,4,4,4,4,4,4,3,2,4,4,4,4,3
"R1139","High Engagement","Data & Analytics","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,4,4,4,1,4,2,4,3,NA,4,4,4,4,4
"R1140","Moderate-High Engagement","Engineering","3-5 years","Senior IC","It was clear what each question was getting at.","The scale was confusing.",3,2,2,4,2,NA,4,2,4,4,4,3,2,NA,NA
"R1141","Moderate-Low Engagement","Content","5+ years","Manager","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,3,2,3,2,2,3,2,1,1,2,2,4,2
"R1142","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","Not much.","The scale was confusing.",NA,1,2,1,1,2,3,2,3,1,2,3,4,1,3
"R1143","Moderate-Low Engagement","Content","1-3 years","Individual contributor","nothing","nothing",2,2,2,1,3,1,NA,3,2,3,3,3,NA,2,2
"R1144","Low Engagement","Marketing","1-3 years","Senior IC","It was short.","The scale was confusing.",3,4,4,3,NA,1,1,4,3,1,2,1,1,4,1
"R1145","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","It was fine I guess.","There was no option to say a question did not apply to me.",3,2,4,4,2,2,1,3,2,3,3,2,1,3,2
"R1146","Moderate-Low Engagement","Marketing","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Font was small.",2,2,3,3,3,3,2,3,4,3,3,4,4,3,2
"R1147","Moderate-High Engagement","Data & Analytics","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,2,4,4,4,4,1,4,3,3,4,3,4,4
"R1148","Moderate-Low Engagement","Product","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","n/a",3,2,3,3,2,2,2,3,4,4,2,3,4,3,3
"R1149","High Engagement","Marketing","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,4,3,4,4,4,4,4,2,3,3,4,4,4,3,3
"R1150","Moderate-High Engagement","Content","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,1,3,4,4,4,4,3,3,2,3,2,3,4,4
"R1151","Low Engagement","Data & Analytics","1-3 years","Individual contributor","n/a","Font was small.",1,2,1,1,1,1,2,2,1,1,1,1,1,2,1
"R1152","Moderate-High Engagement","Operations","5+ years","Senior IC","It was clear what each question was getting at.",NA,3,3,3,4,4,4,2,2,3,4,3,3,2,3,4
"R1153","Low Engagement","Content","1-3 years","Manager","none","Hard to answer about onboarding when mine was two years ago.",2,2,1,3,1,1,NA,1,4,4,1,2,2,3,3
"R1154","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,1,4,4,1,1,2,2,4,2,3,3,4,2,3
"R1155","Moderate-Low Engagement","Content","1-3 years","Manager","Not much.","The scale was confusing.",2,2,2,2,3,2,2,3,3,3,1,1,4,2,1
"R1156","Low Engagement","Data & Analytics","Under 1 year","Manager","idk","none",2,2,3,2,1,2,1,2,1,2,2,2,1,2,2
"R1157","Moderate-Low Engagement","Content","1-3 years","Individual contributor","It was short.","Hard to answer about onboarding when mine was two years ago.",4,4,4,4,2,2,NA,2,1,1,3,1,2,2,2
"R1158","Moderate-Low Engagement","Content","Under 1 year","Individual contributor","idk","n/a",3,4,2,2,3,3,2,2,2,3,4,4,2,2,3
"R1159","Moderate-Low Engagement","Content","Under 1 year","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",4,3,1,1,3,2,2,2,2,NA,3,3,2,4,4
"R1160","Moderate-High Engagement","Product","3-5 years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",4,2,2,2,4,4,4,3,3,4,3,3,3,4,4
"R1161","Moderate-High Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,3,4,4,4,4,3,4,4,3,4,3,4,4
"R1162","High Engagement","Engineering","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,3,3,4,4,4,4,4,3,2,4,4,3,3
"R1163","Moderate-Low Engagement","Content","5+ years","Senior IC","It was clear what each question was getting at.","Too long.",2,4,1,3,3,3,2,4,2,4,2,3,3,4,3
"R1164","Moderate-High Engagement","Engineering","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","no",3,4,2,3,2,1,4,4,4,4,3,4,4,4,4
"R1165","Moderate-High Engagement","Data & Analytics","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.","n/a",4,3,3,2,4,4,3,3,4,4,NA,4,4,4,3
"R1166","Moderate-High Engagement","Content","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","idk",NA,1,4,3,3,3,3,4,3,2,4,4,4,4,3
"R1167","Moderate-High Engagement","Operations","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,2,4,4,4,3,3,3,4,3,2,3,3,3,1
"R1168","Moderate-High Engagement","Marketing","3-5 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",2,3,4,3,3,4,2,3,3,2,4,3,4,2,3
"R1169","Low Engagement","Product","1-3 years","Senior IC","It was short.","The scale was confusing.",4,2,2,3,2,1,1,3,NA,3,2,2,3,2,4
"R1170","High Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","idk",4,4,3,3,4,4,4,4,4,4,4,4,4,2,4
"R1171","Low Engagement","Content","Under 1 year","Senior IC","It was short.","The scale was confusing.",2,2,2,4,1,1,2,1,3,2,2,1,2,2,2
"R1172","Low Engagement","Marketing","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",3,4,4,3,3,1,2,1,1,1,3,1,2,3,2
"R1173","Moderate-High Engagement","Product","5+ years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,3,3,2,2,3,4,4,4,4,4,2,4,2,3
"R1174","Moderate-High Engagement","Marketing","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,2,4,4,3,3,2,4,1,3,4,2,2,3,3
"R1175","High Engagement","Product","3-5 years","Manager","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,4,3,2,2,4,4,4,4,4,4,4,4,3,3
"R1176","Moderate-High Engagement","Product","3-5 years","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,3,3,4,4,4,3,4,4,3,4,3,3,4,4
"R1177","Moderate-Low Engagement","Product","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",2,NA,3,4,2,4,1,3,2,3,4,NA,3,1,3
"R1178","High Engagement","Operations","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,4,4,4,4,4,4,4,4,2,1,3,4,4,4,3
"R1179","Moderate-High Engagement","Content","5+ years","Manager","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,4,3,1,4,4,4,3,NA,4,3,4,2,2,3
"R1180","Moderate-High Engagement","Engineering","Under 1 year","Manager",NA,NA,1,2,1,2,4,3,4,4,3,2,4,4,NA,1,3
"R1181","Moderate-High Engagement","Marketing","Under 1 year","Individual contributor","n/a",NA,1,3,3,2,4,4,4,3,1,3,3,4,NA,3,2
"R1182","Moderate-High Engagement","Marketing","5+ years","Manager","The examples actually matched the kind of work I do day to day.","Too long.",3,4,2,4,4,4,3,4,3,4,4,4,2,3,4
"R1183","Moderate-Low Engagement","Product","3-5 years","Senior IC","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",4,4,4,4,4,2,3,4,3,4,2,2,4,3,3
"R1184","Moderate-High Engagement","Operations","1-3 years","Manager","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,2,1,3,2,3,NA,3,3,4,4,4,3,3
"R1185","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,4,3,4,4,3,4,3,3,2,3,3,3,3
"R1186","Moderate-Low Engagement","Engineering","1-3 years","Manager","Not much.","The scale was confusing.",4,4,4,4,3,3,3,2,1,2,3,3,3,3,1
"R1187","High Engagement","Engineering","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",3,2,4,NA,4,4,4,4,4,4,4,4,3,NA,4
"R1188","Moderate-Low Engagement","Operations","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",2,1,3,2,2,2,2,2,3,NA,2,3,3,1,3
"R1189","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,4,4,3,3,3,4,3,4,4,4,4,4,4,4,2
"R1190","Low Engagement","Operations","1-3 years","Senior IC","It was fine I guess.","idk",1,1,2,1,2,2,4,NA,2,2,1,1,2,2,2
"R1191","Moderate-Low Engagement","Operations","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,3,3,3,3,3,4,4,2,1,3,3,3,4,2
"R1192","High Engagement","Data & Analytics","1-3 years","Senior IC","It was clear what each question was getting at.",NA,4,4,4,4,4,4,3,4,2,2,3,4,4,2,3
"R1193","Moderate-Low Engagement","Marketing","1-3 years","Senior IC","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,1,4,4,1,4,3,3,2,2,4,2,3,1,3
"R1194","Moderate-Low Engagement","Operations","1-3 years","Senior IC","Not much.","Font was small.",2,4,2,3,3,3,3,4,3,2,1,3,1,3,3
"R1195","Moderate-Low Engagement","Operations","1-3 years","Manager","I liked that it asked about things nobody usually asks about.","no",2,3,2,1,2,4,3,3,1,3,2,2,3,3,3
